0	0	0	0	0
1	0.000204081632653	0.000189718	0.0000865722	0.0000162708
2	0.000408163265306	0.000387468	0.00017573	0.00003335
3	0.000612244897959	0.000559048	0.000251053	0.0000473708
4	0.000816326530612	0.000728238	0.000326861	0.0000613806
5	0.001020408163265	0.000893973	0.000399701	0.0000743685
6	0.001224489795918	0.00104658	0.00046658	0.0000861181
7	0.001428571428571	0.00120279	0.000534644	0.0000979175
8	0.001632653061224	0.00134232	0.000595782	0.000108714
9	0.001836734693878	0.00149331	0.000660719	0.000120226
